annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
p275993cf_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,-1,9
p275993cf_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,15,49
p275993cf_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,3,36
p275993cf_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,125,8
p275993cf_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,1,1
p275993cf_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Positive,-1,-1
p275993cf_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,SlightlyNegative,8,35
p275993cf_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,47,5
p275993cf_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,-1,-1
p275993cf_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,33,2
p275993cf_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Positive,17,4
p275993cf_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Positive,2,52
p275993cf_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,84,10
p275993cf_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,0,13
p275993cf_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,275993cf-e67e-4cb4-ba61-243d461da7c9,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,99,0
pea8527b1_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,168,-1
pea8527b1_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,150,31
pea8527b1_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,SlightlyNegative,37,14
pea8527b1_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Positive,-1,0
pea8527b1_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,SlightlyPositive,72,-1
pea8527b1_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,-1,18
pea8527b1_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,6,-1
pea8527b1_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Positive,-1,7
pea8527b1_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,14,32
pea8527b1_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,-1,3
pea8527b1_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,189,0
pea8527b1_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Positive,100,112
pea8527b1_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,54,-1
pea8527b1_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,146,-1
pea8527b1_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Positive,-1,1
pea8527b1_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,115,-1
pea8527b1_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,32,3
pea8527b1_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,-1,46
pea8527b1_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,-1,2
pea8527b1_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,Negative,-1,11
pea8527b1_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,SlightlyPositive,4,55
pea8527b1_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,105,26
pea8527b1_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,30,23
pea8527b1_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,53,50
pea8527b1_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,13
pea8527b1_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,165,13
pea8527b1_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,187,0
pea8527b1_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,89,39
pea8527b1_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,40,34
pea8527b1_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,-1,57
pea8527b1_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Positive,147,6
pea8527b1_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,13
pea8527b1_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,-1,22
pea8527b1_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,88,30
pea8527b1_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,141,16
pea8527b1_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Negative,62,-1
pea8527b1_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,9,49
pea8527b1_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Positive,3,4
pea8527b1_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,113,8
pea8527b1_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,1,1
pea8527b1_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Positive,-1,10
pea8527b1_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,8,-1
pea8527b1_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,134,5
pea8527b1_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,-1,-1
pea8527b1_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,33,2
pea8527b1_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Positive,16,4
pea8527b1_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Positive,2,64
pea8527b1_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,-1,9
pea8527b1_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,-1,106
pea8527b1_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,ea8527b1-c367-4422-be6f-b2d93ba3707f,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,120,0
p561e8347_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,168,83
p561e8347_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,-1,31
p561e8347_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,-1,14
p561e8347_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,561e8347-957a-4478-8749-c57fa706c4b5,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Positive,26,61
p561e8347_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,20,29
p561e8347_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,561e8347-957a-4478-8749-c57fa706c4b5,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,-1,18
p561e8347_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,SlightlyNegative,6,90
p561e8347_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,7,7
p561e8347_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,12,87
p561e8347_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,163,3
p561e8347_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,55,0
p561e8347_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Positive,100,64
p561e8347_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,-1,15
p561e8347_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,-1,-1
p561e8347_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,561e8347-957a-4478-8749-c57fa706c4b5,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Positive,-1,1
p561e8347_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Positive,83,-1
p561e8347_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,143,3
p561e8347_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,Negative,57,-1
p561e8347_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,10,2
p561e8347_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,106,11
p561e8347_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,4,51
p561e8347_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,Positive,83,26
p561e8347_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,561e8347-957a-4478-8749-c57fa706c4b5,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,Negative,30,23
p561e8347_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,SlightlyPositive,53,50
p561e8347_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,561e8347-957a-4478-8749-c57fa706c4b5,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,13
p561e8347_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,561e8347-957a-4478-8749-c57fa706c4b5,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,96,-1
p561e8347_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,Positive,-1,0
p561e8347_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,Negative,82,34
p561e8347_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,561e8347-957a-4478-8749-c57fa706c4b5,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,204,13
p561e8347_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,561e8347-957a-4478-8749-c57fa706c4b5,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Positive,45,6
p561e8347_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,561e8347-957a-4478-8749-c57fa706c4b5,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,13
p561e8347_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Negative,72,-1
p561e8347_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Negative,103,91
p561e8347_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Positive,141,16
p561e8347_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,-1,9
p561e8347_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,Negative,-1,49
p561e8347_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,561e8347-957a-4478-8749-c57fa706c4b5,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Negative,3,36
p561e8347_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,561e8347-957a-4478-8749-c57fa706c4b5,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,34,39
p561e8347_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Positive,-1,1
p561e8347_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,169,10
p561e8347_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Negative,8,35
p561e8347_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,47,5
p561e8347_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,561e8347-957a-4478-8749-c57fa706c4b5,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,104,-1
p561e8347_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,561e8347-957a-4478-8749-c57fa706c4b5,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,Negative,-1,2
p561e8347_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,16,4
p561e8347_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Positive,2,74
p561e8347_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Positive,166,20
p561e8347_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,561e8347-957a-4478-8749-c57fa706c4b5,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,-1,23
p561e8347_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,561e8347-957a-4478-8749-c57fa706c4b5,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Positive,120,0
pd60cc114_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,Negative,43,-1
pd60cc114_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Positive,48,31
pd60cc114_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,13,14
pd60cc114_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Positive,-1,0
pd60cc114_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,SlightlyPositive,20,-1
pd60cc114_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,Negative,22,18
pd60cc114_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Negative,32,-1
pd60cc114_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Positive,-1,7
pd60cc114_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,Negative,-1,-1
pd60cc114_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,11,3
pd60cc114_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,d60cc114-668d-4e79-b7f5-904febca11c7,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,Positive,55,0
